台灣,#genre#	
東森財經新聞台,mitv://ns2.hellotvvod.com:9906/15c0846f936a4dbdbbea906532b97745
非凡新聞台,mitv://ns2.hellotvvod.com:9906/e15b4d2138be4258bf15956121112093
TNN 16,mitv://ns2.hellotvvod.com:9906/6fddbdad23c94cdfb571414d55b17c64
JKN 18,mitv://ns2.hellotvvod.com:9906/4362bd860e0349a08df7bb43993d9922
三立iNEWS,mitv://ns2.hellotvvod.com:9906/70dd1af461964815b1b2f8007136799e
Sky News,mitv://ns2.hellotvvod.com:9906/65345a4d48df456d9af2747a0c3be4dd
DW,mitv://ns2.hellotvvod.com:9906/92d00a4c964b414a9300f3dd0a09460d
Euronews,mitv://ns2.hellotvvod.com:9906/dfecb9a6be4b456aa50863bda7608ff3
France24,mitv://ns2.hellotvvod.com:9906/4b78e0d5ba6f40519c4dcde5f940104d
HKC新聞台,mitv://ns2.hellotvvod.com:9906/1934fc53d6f9419d93d2c2e5bbafd53e
非凡商業台,mitv://ns2.hellotvvod.com:9906/c30da1ccb3bf49699e43917589a43b14
HKC財經資訊台,mitv://ns2.hellotvvod.com:9906/96f718f56af244dda9e24cabaec0c2b1
國會頻道1,mitv://ns2.hellotvvod.com:9906/960810265d3c4f6db1cee27872e6770e
國會頻道2,mitv://ns2.hellotvvod.com:9906/a0f67bbd703f457c89e03293d138817b
CBSN,mitv://ns2.hellotvvod.com:9906/7649d9efdef4490c965b373c9f6925d6
Fox News,mitv://ns2.hellotvvod.com:9906/fae448c8565d41dd9c96d698b20dc649
中視新聞台,mitv://ns2.hellotvvod.com:9906/d8fa1207e9af4e2cac0d8b21d0fea125
寰宇新聞台,mitv://ns2.hellotvvod.com:9906/881dfe2b2f5248808a04f392354d6f91
華視新聞,mitv://ns2.hellotvvod.com:9906/598fad8518624e39ba8feb681eaf7992
NHK新聞資訊台,mitv://ns2.hellotvvod.com:9906/7e89cd6db97e4fadb777f26c51b4176f
ABC Australia,mitv://ns2.hellotvvod.com:9906/4a1a65da2a8149b394b00add9d886cfd
台視新聞台,mitv://ns2.hellotvvod.com:9906/6804dfb352254402a87e429a19c6ec4c
寰宇新聞台灣台,mitv://ns2.hellotvvod.com:9906/95bc0f5961ef48fe8a942b989cbb7339
台視財經台,mitv://ns2.hellotvvod.com:9906/494eb5b5646743cbad68334f0a708b6c
東森新聞台(備),mitv://ns2.hellotvvod.com:9906/6aa316ae7ed5496a8e3c58513598c15b
鏡新聞,mitv://ns2.hellotvvod.com:9906/53c8ec130ee94a6ab4332094a5a39641
音樂,#genre#	
MTV,mitv://ns2.hellotvvod.com:9906/d8cbba821cdb431aa1691ae90a017671
Music Japan TV,mitv://ns2.hellotvvod.com:9906/7b1bbd0c928442158a111f719c3bf305
MTV Live,mitv://ns2.hellotvvod.com:9906/e0eb4e7437ac4a03871ae161eb33d817
Mezzo Live,mitv://ns2.hellotvvod.com:9906/f29c44058e114cf7a03a9b504eaa38e9
CLASSICA 古典樂,mitv://ns2.hellotvvod.com:9906/f2e1b6b8965848e2b1ad353e80bc8154
CMusic,mitv://ns2.hellotvvod.com:9906/5ce1944aa81745b292d3224f0e966462
體育,#genre#	
CCTV5,mitv://ns2.hellotvvod.com:9906/8526a551144a433f95744cc47911d24e
CCTV5+,mitv://ns2.hellotvvod.com:9906/53b16f1dbf2549a1a821a6b9f6409c87
魅力足球,mitv://ns2.hellotvvod.com:9906/ad85e4b5109f41acb25b4b577344840d
五星體育,mitv://ns2.hellotvvod.com:9906/42f9fc13176446349fbea64b41e036b9
廣東體育,mitv://ns2.hellotvvod.com:9906/fbe07cd68ef14d62ac202ef049f8927c
Astro Cricket,mitv://ns2.hellotvvod.com:9906/9b2afa2d378e4281aef98c6b1da8bbd3
Astro Arena,mitv://ns2.hellotvvod.com:9906/0e61476594f84f21a1277fecf5455205
Astro SuperSport,mitv://ns2.hellotvvod.com:9906/e81fbf35712a41e98f0a4e0c94378097
Astro SuperSport 2,mitv://ns2.hellotvvod.com:9906/62d3afba4346442384b2c19f38b3c451
Astro SuperSport 3,mitv://ns2.hellotvvod.com:9906/1dd6ce0bced64ad19528ec6263827299
Astro SuperSport 4,mitv://ns2.hellotvvod.com:9906/3c2d2b01b93f41cbab39921e85e776e6
beIN Sports 3,mitv://ns2.hellotvvod.com:9906/15390d585c5a479fb697e79b6028e81b
WWE,mitv://ns2.hellotvvod.com:9906/bbd0ae1db6554d30983c30bd13ee7423
緯來育樂台,mitv://ns2.hellotvvod.com:9906/71aa27c85d864599be1ef0bad6285988
緯來體育台,mitv://ns2.hellotvvod.com:9906/da3a707a9e174214aecb8763161d12fb
ELEVEN體育1台,mitv://ns2.hellotvvod.com:9906/ec1d89d02e1c4bf1a8c7958cb0b742e3
Z頻道,mitv://ns2.hellotvvod.com:9906/f2466919063343d9aae586477d02a0f1
J Sports 1,mitv://ns2.hellotvvod.com:9906/168976d6e9a84065b734b7b50182795c
J Sports 2,mitv://ns2.hellotvvod.com:9906/ff495a4eb3714c308f2bc8b2c261302b
J Sports 3,mitv://ns2.hellotvvod.com:9906/1ec67fd442ef464cb6d467837085756b
J Sports 4,mitv://ns2.hellotvvod.com:9906/d3020f4d48014af5b8269992e2135f8b
RTM Sport,mitv://ns2.hellotvvod.com:9906/88ab3e46a0d34fbf81397cbb76433188
Skynet Sports HD,mitv://ns2.hellotvvod.com:9906/35d06fb0556e4176abb7361aaaed18b5
Skynet Sports 2,mitv://ns2.hellotvvod.com:9906/a51c7fbcf2a44c208775f87ea2e5d7db
Skynet Sports 5,mitv://ns2.hellotvvod.com:9906/f4fe78dd66dc43ee9f341b5fac16f980
Skynet Sports 6,mitv://ns2.hellotvvod.com:9906/f41cda5472274178bbeeabeb1285bc7a
Fight Sports,mitv://ns2.hellotvvod.com:9906/64d6c1d7e08d4801b6946700b646c600
Golf Channel Philippines,mitv://ns2.hellotvvod.com:9906/7fefa194a06845c0a0337c25f65fd919
ESPN,mitv://ns2.hellotvvod.com:9906/d8b359dc21794621ac0ca37ac34bc105
HKC 18,mitv://ns2.hellotvvod.com:9906/88226c997f9b416eb7207aabf76886ea
HKC 603,mitv://ns2.hellotvvod.com:9906/1b14065804c6440ea98e552be9761b17
HKC体育台,mitv://ns2.hellotvvod.com:9906/5888e5e7260148ff81d7ab4d99b921bd
HKC Sports Plus 1,mitv://ns2.hellotvvod.com:9906/cf2fa3a37fca4d5aa351e0e9ff83623c
愛爾達體育1台(備),mitv://ns2.hellotvvod.com:9906/97a71c06dcda477595c3f345bd0f3dcf
愛爾達體育2台(備),mitv://ns2.hellotvvod.com:9906/c766e42fa48a4f9391f809acab5790dd
愛爾達體育3台(備),mitv://ns2.hellotvvod.com:9906/610f7088e51748408defd2e6ccd99a2d
TRACE Sport Stars,mitv://ns2.hellotvvod.com:9906/e691e86e96ab4f9fb5b3bd2a8b476dec
博斯高球,mitv://ns2.hellotvvod.com:9906/2ffe1c43c0a3447683c945e4a9c61ca9
博斯高球二台,mitv://ns2.hellotvvod.com:9906/81e5d5641d224769af90e88b2909ece9
博斯網球台,mitv://ns2.hellotvvod.com:9906/5acd116aa87344338218524571a148f4
博斯魅力網,mitv://ns2.hellotvvod.com:9906/d5019acf6a644a748154d6a2410b3d4c
博斯無限台,mitv://ns2.hellotvvod.com:9906/0bf0a32ddc3541e68d0519b65d3a5735
博斯無限二台,mitv://ns2.hellotvvod.com:9906/a76b5c27a906439f801014b6facabb7c
SPOTV,mitv://ns2.hellotvvod.com:9906/b85da5b803064ac590042226091dd8a2
博斯運動,mitv://ns2.hellotvvod.com:9906/6a11eea02c0449939007a3cbb5ea1985
ELEVEN體育2台,mitv://ns2.hellotvvod.com:9906/b070469379d84619adf847733e124b6d
智林體育台,mitv://ns2.hellotvvod.com:9906/baa362b4a9584696b05fb7520d5e0487
博斯運動二台,mitv://ns2.hellotvvod.com:9906/b0ea621d3eb94aa7858c4ea35d4a29ef
beIN Sports,mitv://ns2.hellotvvod.com:9906/6534c26946c1492d9ce337efe3d03cb1
Eurosport HD,mitv://ns2.hellotvvod.com:9906/6a88960488dd4baa8da1ff311870e0ca
Astro Arena 2,mitv://ns2.hellotvvod.com:9906/7cb46cedbe68416a9e6f864461fab26a
Astro SuperSport 5,mitv://ns2.hellotvvod.com:9906/2f12333f7a1547729c7ca9f70156681a
NBA,mitv://ns2.hellotvvod.com:9906/442c70a28b994e649e003192f16dec3d
Premier Sports,mitv://ns2.hellotvvod.com:9906/7e74b7d0e2fc47fdbbbff55532f1402e
eGG Network,mitv://ns2.hellotvvod.com:9906/09195a6b4b7b4641a4ef7c97301ebbbc
Golf Channel,mitv://ns2.hellotvvod.com:9906/aae50b8f169643d88250aac2e5f5403e
CCTV16,mitv://ns2.hellotvvod.com:9906/8abfec34cdaf46c3b50eead37f280e4a
True Sport 2,mitv://ns2.hellotvvod.com:9906/cf81909b5b4941fe89f814f6c8b4fa0a
True Sport 3,mitv://ns2.hellotvvod.com:9906/d89dcbf5f4434f6ea7f6dd8879b91088
True Sport 4,mitv://ns2.hellotvvod.com:9906/85468861ccdf4841aa224fa44b8becdc
True Sport 5,mitv://ns2.hellotvvod.com:9906/080a099f630b47b38c655dd5c6a636db
True Sport 7,mitv://ns2.hellotvvod.com:9906/01672b60b58e444b9b488f1454d7bc61
beIN Sports 2,mitv://ns2.hellotvvod.com:9906/a2f30fafe8974c638a0b73580c8a5f88
愛爾達體育1台,mitv://ns2.hellotvvod.com:9906/8bbc0fed9a014a5cae3e1537fafe7b15
愛爾達體育2台,mitv://ns2.hellotvvod.com:9906/9c0ce7c0407747ffa18dedf01afda650
愛爾達體育3台,mitv://ns2.hellotvvod.com:9906/2c3f014567d2474ebaaaa234bf9f21dc
Hub Sports 1,mitv://ns2.hellotvvod.com:9906/da55c9683c88413f919632159187cee9
Hub Sports 2,mitv://ns2.hellotvvod.com:9906/112eb174d262471dbc64b640242fd305
Hub Sports 3,mitv://ns2.hellotvvod.com:9906/d8b1a87cc50e499ea70b1397e1afd2ee
知識,#genre#	
CCTV9,mitv://ns2.hellotvvod.com:9906/54ca902d36af43d2a7e2b3c73331c527
國家地理頻道,mitv://ns2.hellotvvod.com:9906/8434a9914d57452389b87a48ae521d25
探索頻道,mitv://ns2.hellotvvod.com:9906/a292f61f984644dfbab3373b105557a2
TLC旅遊生活,mitv://ns2.hellotvvod.com:9906/0c2b963411714066aac2c739596005f3
動物星球,mitv://ns2.hellotvvod.com:9906/242e61826ec340f5a808275f3cf65cc3
Nat Geo Wild,mitv://ns2.hellotvvod.com:9906/d35c55f6905c439b9a01ab5db6469a9b
ELTV生活英語台,mitv://ns2.hellotvvod.com:9906/0febd343ce7a423b87241d85637558ca
達文西頻道,mitv://ns2.hellotvvod.com:9906/b52d5610f7ab46899195d389a3a47cfb
國家地理高畫質野生頻道,mitv://ns2.hellotvvod.com:9906/59d2b17554cb4f2fa4e2425fc92507cd
BBC Earth,mitv://ns2.hellotvvod.com:9906/39e631dd6a264fb9936c2d44331963f1
Discovery Asia,mitv://ns2.hellotvvod.com:9906/ea73dbf0807a4546a0819d2f9beb0f89
Discovery科學頻道,mitv://ns2.hellotvvod.com:9906/7c4880286d6843df9550bfff7546d422
DMAX,mitv://ns2.hellotvvod.com:9906/c24c1a45170348e9a331f53db22af026
EVE,mitv://ns2.hellotvvod.com:9906/f54863ae08e74a56902c972cf0fd3977
HISTORY 2,mitv://ns2.hellotvvod.com:9906/289553adc81e4392902eabc177f60109
歷史頻道,mitv://ns2.hellotvvod.com:9906/8187bd13a5204516962028cbab9094af
罪案偵緝頻道,mitv://ns2.hellotvvod.com:9906/fade642a666545e28a50a459ba3fac5f
BBC Lifestyle,mitv://ns2.hellotvvod.com:9906/4128787653534f7aaa1583ca2206ecd0
LUXE TV,mitv://ns2.hellotvvod.com:9906/6209e66f50724026999e51a33cef74f1
Lifetime,mitv://ns2.hellotvvod.com:9906/d48a1e04ce0643e185c527189f7c19b2
KLT-靖天國際台,mitv://ns2.hellotvvod.com:9906/c9435ac3587f464984c6ec2e333cdd22
HGTV居家樂活頻道,mitv://ns2.hellotvvod.com:9906/8290d8d664564e4c994914a524798747
Love Nature,mitv://ns2.hellotvvod.com:9906/c90a752e257b4d20b40e664238ab9aba
美食星球,mitv://ns2.hellotvvod.com:9906/4d492f36e4d849bc889b511a61ef2592
亞洲美食頻道,mitv://ns2.hellotvvod.com:9906/30bc9ead81084b3e93de4c3b3dea5bcf
Food Network,mitv://ns2.hellotvvod.com:9906/4705f4efad5f478db3990e87d8e34a23
亞洲旅遊台,mitv://ns2.hellotvvod.com:9906/7dff57818d334ce6a00899b8fdaf8ac8
EYE TV旅遊台,mitv://ns2.hellotvvod.com:9906/42bd4d76298542b29c85194600a49f9b
時尚頻道,mitv://ns2.hellotvvod.com:9906/81adfbd3bd0a4a2b8cf59262008c728d
TV5MONDE Style 生活時尚,mitv://ns2.hellotvvod.com:9906/51684b19b96540e79ca412960b6d17d9
Travel Channel,mitv://ns2.hellotvvod.com:9906/749acb8f1af8427c934ec5cd03addb4a
TLC,mitv://ns2.hellotvvod.com:9906/5201fc0be3cf47868d97de76b81b0268
兒少,#genre#	
CCTV14,mitv://ns2.hellotvvod.com:9906/05f361fddd3e4d548b2d160d99ac55a1
CN卡通頻道,mitv://ns2.hellotvvod.com:9906/7069ff35cdaa4581be7432962d256785
星空衛視,mitv://ns2.hellotvvod.com:9906/c33e796edcb44e1dbd87ff7f40cfb93a
金鷹卡通,mitv://ns2.hellotvvod.com:9906/7f69cd9398984abeb1369fdc27429b13
MOMO親子台,mitv://ns2.hellotvvod.com:9906/f5f7bb21706b4547bcb641f4711163c0
Astro小太陽,mitv://ns2.hellotvvod.com:9906/b4a15a214ab04e08a34c3879934f9b3d
Astro Ceria,mitv://ns2.hellotvvod.com:9906/1083697f214e48209a5899d0274bba84
Cartoon Network,mitv://ns2.hellotvvod.com:9906/ea3bedb67b864f80a72ba3372f9dc131
Nickelodeon,mitv://ns2.hellotvvod.com:9906/08f65780bf3740b69ab1122b13601301
Nick Jr.,mitv://ns2.hellotvvod.com:9906/1e960e8e2534496e9f1aa80a35a33584
Boomerang,mitv://ns2.hellotvvod.com:9906/5140b66d977d49158c41ed05cd163f4c
Animax,mitv://ns2.hellotvvod.com:9906/7cf6be51de3c41eea8bca6abe09d4088
尼克兒童頻道,mitv://ns2.hellotvvod.com:9906/1eddd9055552414f9d74b16d7a708731
靖洋卡通Nice Bingo,mitv://ns2.hellotvvod.com:9906/c8d087808ab44789a190611053973984
靖天卡通台,mitv://ns2.hellotvvod.com:9906/a371b4e1b0cb4ea0b6f9dedda6fafb28
達文西頻道,mitv://ns2.hellotvvod.com:9906/b52d5610f7ab46899195d389a3a47cfb
Nick Jr.,mitv://ns2.hellotvvod.com:9906/6c97e0b2e6f24d348dc40cc2c0966cb2
Cbeebies,mitv://ns2.hellotvvod.com:9906/788e31544cdd4cdb9f4ed95c4ae47036
Dreamworks,mitv://ns2.hellotvvod.com:9906/945d49aabe4f4ed7921abc82a9589135
Baby TV,mitv://ns2.hellotvvod.com:9906/58fe31bd31944daf8f1e39b67a42ed99
Hands Up,mitv://ns2.hellotvvod.com:9906/41db9fd3ead44ea2b4b67a67cdf11082
電影,#genre#	
CCTV6,mitv://ns2.hellotvvod.com:9906/46964e44dd7040ec8645e1435852c9f1
天映頻道,mitv://ns2.hellotvvod.com:9906/3f9ef48fc0a04c00a481e82faf3a188f
天映經典,mitv://ns2.hellotvvod.com:9906/291b3f35692e47f2a76e8673874d99b5
tvN Movies HD,mitv://ns2.hellotvvod.com:9906/1bc7ce62b72f4633abfbdf3a4f773750
HKC電影台,mitv://ns2.hellotvvod.com:9906/72135a6b1655425aac569cad66d193ed
鳳凰電影台,mitv://ns2.hellotvvod.com:9906/0fddce5d87fa4106ad1abdb44cefd221
衛視電影台,mitv://ns2.hellotvvod.com:9906/4e2bd680955f4318a45f56673987b538
東森電影台,mitv://ns2.hellotvvod.com:9906/7890e24834674171963590dcbed81807
緯來電影台,mitv://ns2.hellotvvod.com:9906/8d5f0b34a4ef4294baa4f7abd4d57633
龍祥電影,mitv://ns2.hellotvvod.com:9906/2bc6ea6e8d4e425e9cf1fc3a6f67dae7
HBO,mitv://ns2.hellotvvod.com:9906/23e7c175d3b84aa4a09b11da7728e6c6
東森洋片台,mitv://ns2.hellotvvod.com:9906/ed5d4dd8df7b49e8a3c32ee87ac0f0a9
AXN,mitv://ns2.hellotvvod.com:9906/6df097e19eda48fe9551f23165de566a
好萊塢電影台,mitv://ns2.hellotvvod.com:9906/af3c84e2e12a41509a6ebf03c5025d34
CINEMAX,mitv://ns2.hellotvvod.com:9906/8ef94bb8647c4861824ed83764892b49
緯來育樂台,mitv://ns2.hellotvvod.com:9906/71aa27c85d864599be1ef0bad6285988
HBO強檔鉅獻,mitv://ns2.hellotvvod.com:9906/9edcb82cc2a84a5898f31bf4ced0ea3c
HBO原創鉅獻,mitv://ns2.hellotvvod.com:9906/b0de5b1a20b748d3992a515962f819f2
美亞電影台HD,mitv://ns2.hellotvvod.com:9906/c4878b4b726042f9b03581e5d1f92709
龍華電影,mitv://ns2.hellotvvod.com:9906/be7342dc019a4556ac361bf2e836c0a6
星衛HD電影台,mitv://ns2.hellotvvod.com:9906/8fc7b7e098224cafb6af86596721d484
靖天映畫,mitv://ns2.hellotvvod.com:9906/e57d03673c794aa989b30e0b55e3fc10
靖天電影台,mitv://ns2.hellotvvod.com:9906/493060f601ae46969b1f0f8e47ef8639
WARNER TV,mitv://ns2.hellotvvod.com:9906/42a8bf224cbe46fe887bf91d5ab9ea9b
Star Movies HD,mitv://ns2.hellotvvod.com:9906/ab1c26066826425ebfce6eb34775452e
AMC最愛電影,mitv://ns2.hellotvvod.com:9906/3d79d29f832a46b89242aad0eb21ccac
HBO Family,mitv://ns2.hellotvvod.com:9906/5eee8706c3d24a259dab608e3e42301d
CatchPlay電影台,mitv://ns2.hellotvvod.com:9906/ad9e90e6f39a40c7883e87ee34626af8
CinemaWorld,mitv://ns2.hellotvvod.com:9906/181b72bd46e74b74a72b6fc6ee372201
壹電視電影台,mitv://ns2.hellotvvod.com:9906/2491bdd4fb6a47f3a49592f9d896edc3
采昌影劇台,mitv://ns2.hellotvvod.com:9906/3f1eb3f3bc8d43cca77136849e9b7a9e
BOO,mitv://ns2.hellotvvod.com:9906/ab38d8a8661a48ed84a0082499a93c6a
Thrill,mitv://ns2.hellotvvod.com:9906/44fe0bcea2c8494ba09224331767430c
爆谷星影台,mitv://ns2.hellotvvod.com:9906/a6ea1a01db6e4ff580f0b37a46124d4d
HITS Movies,mitv://ns2.hellotvvod.com:9906/5b10ee2a03894056a25f4ca3cc5aa4cd
SHOWCASE MOVIES,mitv://ns2.hellotvvod.com:9906/78de4009d49143f08a470569c3375058
影迷數位電影台,mitv://ns2.hellotvvod.com:9906/fed84df1940a441c9e2007234311ee9b
美亞電影台(粵語),mitv://ns2.hellotvvod.com:9906/0c6035961f3a4c85af95274600f66aab
爆谷台,mitv://ns2.hellotvvod.com:9906/860819ce933b4a08bef6667c974e7fff
戲劇,#genre#	
東森戲劇台,mitv://ns2.hellotvvod.com:9906/ccd03a939fd74599a8ff5c50e3b0c3e9
八大戲劇台,mitv://ns2.hellotvvod.com:9906/8273a8947c42494e9850e1b93c7c730a
緯來戲劇台,mitv://ns2.hellotvvod.com:9906/c9cde0e03c7040c7a1b2594aece22b8b
三立戲劇台,mitv://ns2.hellotvvod.com:9906/b608590a8afe428cb3f90fceeed995c5
龍華戲劇,mitv://ns2.hellotvvod.com:9906/9d85dcf1467c46b9825ebddde87927a4
靖天戲劇台,mitv://ns2.hellotvvod.com:9906/069bd4052ce04a8ba232f7e2d6248f9f
靖洋戲劇台,mitv://ns2.hellotvvod.com:9906/4b1f5395574d4c32ac105943a563a23f
EYE TV戲劇台,mitv://ns2.hellotvvod.com:9906/084c28cda3384bfbbf1a2a95ce0acb35
愛爾達影劇台,mitv://ns2.hellotvvod.com:9906/035a5084c27145d197b6572d1078d890
Hub娛家,mitv://ns2.hellotvvod.com:9906/e1b40e38b0c045248dd3edbd1256262c
亞洲劇台,mitv://ns2.hellotvvod.com:9906/1abdf438cd5346c3889bb77fe3038d41
SP_0000,#genre#	
彩虹e台,mitv://ns2.hellotvvod.com:9906/5e82f32843cf4b8e99f07a1c799b3851
彩虹電影台,mitv://ns2.hellotvvod.com:9906/bcd55282f97e49fb8a55c3c8a4de48f3
LOOK TV,mitv://ns2.hellotvvod.com:9906/a2dd077459d5400bb1b3158385de22d5
潘朵啦玩美台,mitv://ns2.hellotvvod.com:9906/c8589ff8c36c4e72a9b604c61be35962
驚豔成人電影台,mitv://ns2.hellotvvod.com:9906/cac666bec3a44169bff6b1d1f48f7d67
松視1台,mitv://ns2.hellotvvod.com:9906/b38279cc17f94e488fa4cc1df2d25a63
松視2台,mitv://ns2.hellotvvod.com:9906/91a9b279d5ca4629ac04157baaf095bf
PLAYBOY,mitv://ns2.hellotvvod.com:9906/edad3da983474f7889730c8cfd5321e9
香蕉台,mitv://ns2.hellotvvod.com:9906/edb18b7e92c74df083681bac7ec1ac5f
松視3台,mitv://ns2.hellotvvod.com:9906/2ed3e79538364ed68f8f909de4e13be8
JStar極限台,mitv://ns2.hellotvvod.com:9906/e3ec78bbb85a472e8843d43e7205e87d
HAPPY,mitv://ns2.hellotvvod.com:9906/d08db5ea6c98424badd2101f44157021
K,mitv://ns2.hellotvvod.com:9906/5044e5e86476431f981c4b781aca6f9e
	
	
