央視頻道,#genre#
HBO 溫馨家庭,http://50.7.220.74:8278/fyi_twn/playlist.m3u8?tid=MFCF7312728573127285&ct=18393&tsum=bc4d3db9ca83c3765cc75512a1bbbbe3
HollywoodMovies,http://50.7.220.74:8278/hollywoodmovies_twn/playlist.m3u8?tid=MD8D9429794794297947&ct=19193&tsum=fbe097bcbe37adad90e8bef964cac161
Star World,http://61.219.170.95:18504/.m3u8
Star World,http://61.219.170.95:18504/http/192.168.1.9:8081/hls/61/803/ch02.m3u8
LSTime電影,http://50.7.220.74:8278/lungxiangtime_twn/playlist.m3u8?tid=MADA6805114368051143&ct=18392&tsum=d6a1f02ca9abd5368d2a365e40247ae8
ELTA影劇,http://50.7.220.74:8278/eltadrama_twn/playlist.m3u8?tid=mea60e416943110603068&ct=17874&tsum=ede38d2a218a34b5397af9d19e0c39a3
EYE TV戲劇,http://50.7.220.74:8278/eyetvxiju_twn/playlist.m3u8?tid=m379e8846d31b14432367&ct=17874&tsum=2c4c2acd16a5a5e00797ad6f4c4cb586
龍華電影,http://61.219.170.95:18574/.m3u8
龍華電影,http://61.219.170.95:18574/http/192.168.1.9:8066/hls/210/10014/cstv14.m3u8
龍華經典,http://50.7.220.74:8278/lunghuawestern_twn/playlist.m3u8?tid=m8fe1f2649ecd12830420&ct=17874&tsum=a6674ed93a8ec4ea4705c721b752d4db
龍華卡通,http://61.219.170.95:18600/.m3u8
龍華偶像,http://61.219.170.95:18573/.m3u8
龍華戲劇,http://61.219.170.95:18507/.m3u8
衛視電影,http://61.219.170.95:18529/.m3u8
衛視電影,http://61.219.170.95:18529/http/192.168.1.9:8081/hls/62/804/ch07.m3u8
美亞電影,http://50.7.220.74:8278/meiyamovie_twn/playlist.m3u8?tid=MD3D6323299363232993&ct=18392&tsum=3f73f541d33abe71140d28ada99a071b
華語電視,http://38.64.72.148:80/hls/modn/list/4001/chunklist0.m3u8
華語電視2,http://38.64.72.148:80/hls/modn/list/4002/chunklist0.m3u8
華語電視3,http://38.64.72.148:80/hls/modn/list/4003/chunklist0.m3u8
長城精品,http://38.64.72.148:80/hls/modn/list/4008/chunklist0.m3u8

##



探索記錄,#genre#
求索動物,http://111.11.123.49:6610/000000001000/6000000002000010046/1.m3u8?Contentid=6000000002000010046&livemode=1&stbId=3&channel-id=wasusyt
求索動物,http://111.11.123.49:6610/000000001000/6000000002000010046/1.m3u8?stbId=3&livemode=1&IASHttpSessionId=OTT1218020220429143132239553&channel-id=wasusyt&Contentid=6000000002000010046
美國 | 狗狗寵物,http://video.blivenyc.com/broadcast/prod/2061/22/file-3192k.m3u8
求索記錄,http://111.11.123.49:6610/000000001000/6000000002000032052/1.m3u8?stbId=3&livemode=1&IASHttpSessionId=OTT1218020220429142822239451&channel-id=wasusyt&Contentid=6000000002000032052
求索科學,http://111.11.123.49:6610/000000001000/6000000002000032344/1.m3u8?stbId=3&livemode=1&IASHttpSessionId=OTT1218020220429143356239632&channel-id=wasusyt&Contentid=6000000002000032344
大千世界,http://111.11.123.49:6610/000000001000/7284663355496915828/1.m3u8?stbId=3&livemode=1&IASHttpSessionId=OTT1218520220429143755267989&channel-id=wasusyt&Contentid=7284663355496915828
金鷹紀實,http://124.232.231.246:6610/000000001001/201600020008/index.m3u8?A$電信高清720P
全紀實,http://111.11.123.49:6610/000000001000/5000000006000040025/1.m3u8?stbId=3&livemode=1&IASHttpSessionId=OTT1218020220429140845238357&channel-id=bestzb&Contentid=5000000006000040025
紀實人文,http://183.251.61.235:80/PLTV/88888888/224/3221227213/index.m3u8?icpid=88888888&from=1&hms_devid=2529,2526
CGTN國際頻道,http://live.cgtn.com/1000/prog_index.m3u8?$全網標清576P
CGTN世界地理,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2012513302.m3u8
CGTN世界地理,http://tlivectfree-cdn.ysp.cctv.cn:80/ysp/2012513303.m3u8?$全網超清1080P
CGTN記錄頻道,https://livedoc.cgtn.com/1000d/prog_index.m3u8?$全網標清576P
探索記錄,http://111.11.123.49:6610/000000001000/5359008697329269813/1.m3u8?stbId=3&livemode=1&IASHttpSessionId=OTT1218020220502083144452799&channel-id=wasusyt&Contentid=5359008697329269813
世界未解之謎,http://zzy789.xyz/douyu1.php?id=9369468
iHOT愛探索,http://111.11.123.49:6610/000000001000/6000000006000300630/1.m3u8?stbId=3&livemode=1&IASHttpSessionId=OTT1218520220430021955280745&channel-id=wasusyt&Contentid=6000000006000300630
iHOT愛解密,http://111.11.123.49:6610/000000001000/6000000006000200630/1.m3u8?stbId=3&livemode=1&IASHttpSessionId=OTT1218220220430022340236975&channel-id=wasusyt&Contentid=6000000006000200630
iHOT愛旅行,http://111.11.123.49:6610/000000001000/6000000006000250630/1.m3u8?stbId=3&livemode=1&IASHttpSessionId=OTT1218020220430022717252540&channel-id=wasusyt&Contentid=6000000006000250630
iHOT愛極限,http://111.11.123.49:6610/000000001000/6000000006000170630/1.m3u8?stbId=3&livemode=1&IASHttpSessionId=OTT1218520220430023229281091&channel-id=wasusyt&Contentid=6000000006000170630
iHOT愛歷史,http://111.11.123.49:6610/000000001000/6000000006000150630/1.m3u8?stbId=3&livemode=1&IASHttpSessionId=OTT1218020220430023010252646&channel-id=wasusyt&Contentid=6000000006000150630
iHOT愛獵奇,http://111.11.123.49:6610/000000001000/6000000006000190630/1.m3u8?stbId=3&livemode=1&IASHttpSessionId=OTT1218020220502083548453181&channel-id=wasusyt&Contentid=6000000006000190630
iHOT愛美食,http://111.11.123.49:6610/000000001000/6000000006000120630/1.m3u8?stbId=3&livemode=1&IASHttpSessionId=OTT1218020220502084124453818&channel-id=wasusyt&Contentid=6000000006000120630

愛奇藝美食,http://119.44.3.169:55336/tslive/l1/c56_lb_182_600_t10/remAH8nQsY_RdZd-6Uz0ptDKzqxKUjVybBAGPRqNrdNantRcFEXHqMMQTnJ2TD5ugk8WVxJoEsSDr3C5hc9cPmmFZ8g_0GUvm26aG0pFbC_IrtikViHkrxbIHhOt94V492u6wKLIOlvNsMON8a0J81Jvg4y6hiim-K3Hw_JAupmJCAE8iPybNoawjejqsj-FvsgpHECMyRUTuXRQ5GDihCYvtRkAJPTaIp_VxUB9lX5LXZfmO088-yIAWthXTNjjaCJyAgktOzGxiiISVJk57A/1ff58a3181eb947c08374b32e3bbf8d55/c56_lb_182_600_t10.m3u8?key=06d50ec054b06f129ea748d8830c27aff&dis_t=1652834100&z=changsha2_scc&pv=0.2
CCTV-9紀錄[1920*1080],http://39.135.138.59:18890/PLTV/88888910/224/3221225626/index.m3u8
CCTV16-4k,http://liveop.cctv.cn/hls/CCTV16HD/playlist.m3u8
CCTV4K超高清,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8
純享4K,http://39.135.55.105:6610/PLTV/88888888/224/3221226825/index.m3u8?servicetype=1&IASHttpSessionId=OTT2734620220507145721106959
純享4K,http://39.135.138.58:18890/PLTV/88888888/224/3221225786/index.m3u8
愛上4K,http://111.20.106.13:6610/yinhe/2/ch00000090990000001709/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=
愛上4K,http://111.20.33.93/PLTV/88888893/224/3221226352/index.m3u8
百視通紀錄,http://39.135.55.105:6610/PLTV/88888888/224/3221227048/index.m3u8?servicetype=1
CIBN紀錄,http://211.94.219.178:18080/PLTV/68/224/3221226437/index.m3u8
NewTV精品紀錄,http://39.135.55.105:6610/PLTV/88888888/224/3221225888/index.m3u8?servicetype=1
IPTV野外,http://116.211.159.54/live.aishang.ctlcdn.com/00000110240095_1/encoder/0/playlist.m3u8?CONTENTID=00000110240095_1&AUTHINFO=FABqh274XDn8fkurD5614itT0EjP1BsVzpDLiWHTnXfFQ0ausCfG%2FCSLjB7NBkN6h%2F7gQ%2Fs5LTnlFvT7mF%2Bjd6MK4j2wQghgdsPh1HSvrne0un%2F%2FK5r6pcbxX%2FuoR7KLI5CwEuqA8JN4Dt2zv306Qcshu%2FfUohY%2BkCaunnRWwE1XRs2p8ULs3U3PDyH2TkklJkHJVB0f2AXhJfPix%2BB9tA%3D%3D&USERTOKEN=fW4ctJwSPwmKK%2BdU5f792%2BB0O2BhR0KR
CGTN,http://117.148.179.174/PLTV/88888888/224/3221231592/index.m3u8
CGTN記錄,http://117.148.179.144/PLTV/88888888/224/3221231492/index.m3u8
CGTN法語,http://117.148.179.156/PLTV/88888888/224/3221231550/index.m3u8
CNC中文,http://39.135.138.59:18890/PLTV/88888910/224/3221225694/index.m3u8
CNC英文,http://39.135.138.59:18890/PLTV/88888910/224/3221225693/index.m3u8
CNC英文,http://source07.v.news.cn/live/CNC_EN/playlist.m3u8
DMAX,http://50.7.218.42:8278/discoverysc_twn/playlist.m3u8?tid=mc6599c2e8abf17200438&ct=17877&tsum=04c82c404888445ec55711287ad6b21b
探索動力台,http://50.7.218.42:8278/discoveryturbo_twn/playlist.m3u8?tid=m33a70bc8259c12219783&ct=17877&tsum=b8470668b7a41d6b15a90b7aa43b3279
探索動力[1280*720],http://50.7.218.42:8278/discoveryturbo_twn/playlist.m3u8?tid=m33a70bc8259c12219783&ct=17877&tsum=b8470668b7a41d6b15a90b7aa43b3279
探索科學[1280*720],http://50.7.218.42:8278/discoverysc_twn/playlist.m3u8?tid=mc6599c2e8abf17200438&ct=17877&tsum=04c82c404888445ec55711287ad6b21b
探索記錄,http://111.11.123.49:6610/000000001000/5359008697329269813/1.m3u8?stbId=3&livemode=1&IASHttpSessionId=OTT1218020220429145628240518&channel-id=wasusyt&Contentid=5359008697329269813
探索科學,http://50.7.218.42:8278/discoverysc_twn/playlist.m3u8?tid=mc6599c2e8abf17200438&ct=17877&tsum=04c82c404888445ec55711287ad6b21b
發現之旅,http://111.20.106.13:6610/yinhe/2/ch00000090990000001314/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=http://111.20.33.97/PLTV/88888893/224/3221226235/index.m3u8?icpid=88888893&from=1&hms_devid=844,904
兵器科技,http://tlivectfree-cdn.ysp.cctv.cn/ysp/2012513403.m3u8
文物寶庫,http://39.136.48.2:8089/PLTV/88888888/224/3221226358/1.m3u8
動物星球,http://50.7.218.42:8278/animalplanet_twn/playlist.m3u8?tid=m4da2c053371613331372&ct=17874&tsum=4481f502bb91c2c67964feecfbc4b702
動物世界,http://hls.cntv.myhwcdn.cn/asp/hls/1200/0303000a/3/default/2eba7ee3659b4caf86b40d51a1752d6c/1200.m3u8
人與自然,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/1425e1d505654cb48ba82b807b221193/1200.m3u8
自然傳奇,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/81a1ad3a661748bfb8560c92d38204ca/1200.m3u8
探索發現,http://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/25137bd7c4494128bf0cba271974928f/1200.m3u8
地理中國,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/c6baf6f74bb944aeacee1065ea72c798/1200.m3u8
大太平洋,http://hls.cntv.kcdnvip.com/asp/hls/4000/0303000a/3/default/2d7f4eeaed2e4ad080bcf324eb21bc0d/4000.m3u8
地球脈動第一季,http://hls.cntv.kcdnvip.com/asp/hls/850/0303000a/3/default/7a3423af02284c3db48b854ab646993f/850.m3u8
生命脈動,http://hls.cntv.myhwcdn.cn/asp/hls/850/0303000a/3/default/c481b5826ffc4e99a92e01704c862dbc/850.m3u8
飛碟之謎01,https://hls.cntv.lxdns.com/asp/hls/2000/0303000a/3/default/f0a47e155d32450daa1d36a04fd7d262/2000.m3u8
飛碟之謎02,https://newcntv.qcloudcdn.com/asp/hls/2000/0303000a/3/default/d2454bbb542d4613a9db478dab2addfd/2000.m3u8
遠方的家,http://hls.cntv.kcdnvip.com/3asp/hls/4000/0303000a/3/default/162d7e29c3da4aab82ad47b6e2d9e7b4/4000.m3u8
美麗中國說,http://hls.cntv.myhwcdn.cn/asp/hls/4000/0303000a/3/default/8cdd688b04e4495ba1635e218419d6f9/4000.m3u8
美麗中國自然,http://hls.cntv.myhwcdn.cn/asp/hls/4000/0303000a/3/default/51d937a0201f4c78a5878b4b37089f3b/4000.m3u8
乘著火車看中國,http://hls.cntv.myhwcdn.cn/asp/hls/4000/0303000a/3/default/2b0f397ed9d948eb9fac38d73cde241b/4000.m3u8
航拍中國第一季,http://hls.cntv.myhwcdn.cn/asp/hls/4000/0303000a/3/default/8edf3fb6a69148ea9a7dc0b5a9d99fdb/4000.m3u8
航拍中國第二季,http://newcntv.qcloudcdn.com/asp/hls/4000/0303000a/3/default/2bdfdad540b342f592f9817cb7f3b79a/4000.m3u8
航拍中國第三季,http://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/18a8a559464448dbaf60d33913e09aea/1200.m3u8
梵凈山,http://hls.cntv.myhwcdn.cn/asp/hls/4000/0303000a/3/default/b9571df1181c4422a83901e827519fe6/4000.m3u8
中國村莊,http://newcntv.qcloudcdn.com/asp/hls/4000/0303000a/3/default/93fc12dbf14241c18c23da104fbade23/4000.m3u8
四海釣魚,http://117.148.179.159/PLTV/88888888/224/3221231718/index.m3u8
四海釣魚,http://117.148.179.158:80/PLTV/88888888/224/3221231718/1.m3u8
快樂垂釣,http://39.135.55.7:6610/PLTV/88888888/224/3221226940/index.m3u8?servicetype=1$移動超清1080P
熊貓頻道,http://39.135.55.105:6610/PLTV/88888888/224/3221226715/index.m3u8?servicetype=1
中國陶瓷,http://39.135.55.7:6610/PLTV/88888888/224/3221227234/index.m3u8?servicetype=1%24%E7%A7%BB%E5%8A%A8%E8%B6%85%E6%B8%851080P&IASHttpSessionId=OTT1043420220516150851051914
江西陶瓷,http://39.135.55.105:6610/PLTV/88888888/224/3221227234/index.m3u8?servicetype=1
中華特產,http://39.136.48.2:8089/PLTV/88888888/224/3221226340/1.m3u8
國際地理ABU,http://admdn2.cdn.mangomolo.com/nagtv/smil:nagtv.stream.smil/chunklist_b1800000_t64NzIwcA==.m3u8
國家地理TW,http://50.7.218.42:8278/natgeohd_twn/playlist.m3u8?tid=MB5B4841803948418039&ct=18393&tsum=a2343b2c061fc9de3fa7857e832d9625
探索頻道[1280*720],http://50.7.218.42:8278/ba86fcd935/playlist.m3u8?tid=m1b458a366fcb&ct=18335&tsum=6ee1498a5e37d8bd1e3f62954629ed4f
探索頻道[1280*720],http://50.7.218.42:8278/discoverych_twn/playlist.m3u8?tid=MA3A2844188928441889&ct=18393&tsum=5b966ba17918ab0d7dd4c462d1b0b811
探索頻道,https://livecdn.fptplay.net/hda2/discovery_vhls.smil/chunklist_b5000000.m3u8
探索亞洲,https://livecdn.fptplay.net/hda2/discoveryasia_vhls.smil/chunklist_b5000000.m3u8
罪案偵輯台,http://50.7.218.42:8278/ci_twn/playlist.m3u8?tid=m2d09f7473c8214224973&ct=17877&tsum=eb2ddbfed683e40621e2b023bf017892
罪案偵輯[1280*720],http://50.7.218.42:8278/ci_twn/playlist.m3u8?tid=m2d09f7473c8214224973&ct=17877&tsum=eb2ddbfed683e40621e2b023bf017892
國家地理野生頻道,http://50.7.218.42:8278/natgeowild_twn/playlist.m3u8?tid=MDDD9803492998034929&ct=18393&tsum=b276f2598186cdc8f4c513d89bfc2032
國家地理野生頻道,https://sc.id-tv.kz/NatGeoWildHD_34_35.m3u8
美食紀錄片·餓了嗎？Provence-,http://61.241.131.18/tx.rtmp.huya.com/1423787851-1423787851-6115122256487120896-2847699158-10057-A-0-1-imgplus.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
趕海二哥,http://61.241.131.18/tx.rtmp.huya.com/1199578405824-1199578405824-5508425436931031040-2399156935104-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
戶外趕海釣魚,http://61.241.131.18/tx.rtmp.huya.com/1279528142742-1279528142742-16848537496772935680-2559056408940-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
興哥趕海【戶外】,http://61.241.131.18/tx.rtmp.huya.com/2752-2752-11819749998592-2399073217026-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
探海漁人,http://61.241.131.18/tx.rtmp.huya.com/1199532224439-1199532224439-5310077898672046080-2399064572334-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
漁民阿平,http://61.241.131.18/tx.rtmp.huya.com/2752-2752-11819749998592-2399150918000-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
渤海二蛋,http://61.241.131.18/tx.rtmp.huya.com/2752-2752-11819749998592-2399151676296-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
海南戶外趕海抓大貨 - 小詩哥vlog,http://61.241.131.18/tx.rtmp.huya.com/1199531624429-1199531624429-5307500875344773120-2399063372314-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
濤哥愛海釣,http://61.241.131.18/tx.rtmp.huya.com/1199532324568-1199532324568-5310507949452427264-2399064772592-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
農村山塘傑哥野釣,http://61.241.131.18/tx.rtmp.huya.com/1199527779808-1199527779808-5290988353884258304-2399055683072-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
美食 - 小漁村阿興,http://61.241.131.18/tx.rtmp.huya.com/1199552137579-1199552137579-5395604183732715520-2399104398614-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
海島老二,http://61.241.131.18/tx.rtmp.huya.com/1199578011120-1199578011120-5506730196159430656-2399156145696-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
漁人鄉仔,http://61.241.131.18/tx.rtmp.huya.com/1199538362796-1199538362796-5336441941238218752-2399076849048-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
美食 - 怪蛋求生,http://61.241.131.18/tx.rtmp.huya.com/1199572992684-1199572992684-5485176177662361600-2399146108824-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
大梅小鎮 - 大梅小鎮,http://61.241.131.18/tx.rtmp.huya.com/1199522968979-1199522968979-5270326000662609920-2399046061414-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
美食 - 鄉間小路上,http://61.241.131.18/tx.rtmp.huya.com/1199564878882-1199564878882-5450327663426142208-2399129881220-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
美食 - 二兩紅豆,http://61.241.131.18/tx.rtmp.huya.com/1199540356628-1199540356628-5345005384471937024-2399080836712-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
美食 - 船長,http://61.241.131.18/tx.rtmp.huya.com/1199533932019-1199533932019-5317411898927349760-2399067987494-10057-A-0-1.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
##





咪咕影院,#genre#

動作電影-3,http://117.148.179.160/PLTV/88888888/224/3221231565/index.m3u8
4K劇場,http://117.148.179.161/PLTV/88888888/224/3221231624/index.m3u8
周潤發,http://117.148.179.177/PLTV/88888888/224/3221231709/index.m3u8
周潤發,http://112.74.200.9:88/tv000000/m3u8.php?/migu/639526984 
周星馳,http://117.148.179.153/PLTV/88888888/224/3221231562/index.m3u8
周星馳,http://112.74.200.9:88/tv000000/m3u8.php?/migu/623338112 
成龍,http://117.148.179.163/PLTV/88888888/224/3221231687/index.m3u8
成龍作品集,http://112.74.200.9:88/tv000000/m3u8.php?/migu/707671890 
張國榮,http://117.148.179.177/PLTV/88888888/224/3221231790/index.m3u8
張國榮,http://112.74.200.9:88/tv000000/m3u8.php?/migu/707689526 
郭富城,http://117.148.179.152/PLTV/88888888/224/3221231688/index.m3u8
郭富城影院,http://112.74.200.9:88/tv000000/m3u8.php?/migu/639528330 
吳京,http://117.148.179.183/PLTV/88888888/224/3221231564/index.m3u8
劉德華,http://117.148.179.154/PLTV/88888888/224/3221231757/index.m3u8
劉德華影院,http://112.74.200.9:88/tv000000/m3u8.php?/migu/659315648 
楊冪,http://117.148.179.183/PLTV/88888888/224/3221231556/index.m3u8
楊冪,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625542372
劉亦菲,http://117.148.179.165/PLTV/88888888/224/3221231787/index.m3u8
劉亦菲,http://112.74.200.9:88/tv000000/m3u8.php?/migu/639528386
古天樂,http://117.148.179.176/PLTV/88888888/224/3221231645/index.m3u8
古天樂,http://112.74.200.9:88/tv000000/m3u8.php?/migu/627198610
葛優作品集,http://117.148.179.139/PLTV/88888888/224/3221231754/index.m3u8
古龍作品,http://112.74.200.9:88/tv000000/m3u8.php?/migu/639528313
古龍作品,http://117.148.179.160/PLTV/88888888/224/3221231657/index.m3u8
金庸作品,http://117.148.179.132/PLTV/88888888/224/3221231477/index.m3u8
金庸頻道,http://112.74.200.9:88/tv000000/m3u8.php?/migu/625774640 
喜劇聯盟,http://117.148.179.154/PLTV/88888888/224/3221231621/index.m3u8
高分影院,http://117.148.179.182/PLTV/88888888/224/3221231699/index.m3u8
懷舊老片,http://117.148.179.146/PLTV/88888888/224/3221231513/index.m3u8
午夜失眠劇場,http://117.148.179.141/PLTV/88888888/224/3221231516/index.m3u8
雲上電影院,http://117.148.179.176/PLTV/88888888/224/3221231565/index.m3u8
紅色諜戰劇場,http://117.148.179.169/PLTV/88888888/224/3221231627/index.m3u8
每日科幻電影,http://117.148.179.160/PLTV/88888888/224/3221231568/index.m3u8
殭屍劇場,http://117.148.179.165/PLTV/88888888/224/3221231742/index.m3u8
TVB劇場,http://117.148.179.157/PLTV/88888888/224/3221231733/index.m3u8
新片放映廳,http://117.148.179.160/PLTV/88888888/224/3221231640/index.m3u8
盜墓,http://117.148.179.164/PLTV/88888888/224/3221231652/index.m3u8
試膽大會,http://117.148.179.166/PLTV/88888888/224/3221231672/index.m3u8
高能燒腦時刻,http://117.148.179.169/PLTV/88888888/224/3221231504/index.m3u8
愛情公寓,http://117.148.179.160/PLTV/88888888/224/3221231583/index.m3u8
軍旅劇場,http://117.148.179.145/PLTV/88888888/224/3221231585/index.m3u8
劇場公演,http://117.148.179.139/PLTV/88888888/224/3221231622/index.m3u8
少林劇場,http://117.148.179.160/PLTV/88888888/224/3221231628/index.m3u8
神探狄仁傑,http://117.148.179.139/PLTV/88888888/224/3221231634/index.m3u8
黃金劇場,http://117.148.179.183/PLTV/88888888/224/3221231637/index.m3u8
追劇少女,http://117.148.179.179/PLTV/88888888/224/3221231643/index.m3u8
經典賀歲片,http://117.148.179.159/PLTV/88888888/224/3221231679/index.m3u8
每日薦影,http://117.148.179.162/PLTV/88888888/224/3221231727/index.m3u8
武俠劇場,http://117.148.179.160/PLTV/88888888/224/3221231763/index.m3u8

##

NewTV,#genre#
超級電視劇,http://39.134.115.163:8080/PLTV/88888910/224/3221225765/index.m3u8
超級電視劇,http://39.134.115.163:8080/PLTV/88888910/224/3221225765/index.m3u8
超級電視劇4M,http://39.134.115.163:8080/PLTV/88888910/224/3221225625/index.m3u8
超級電視劇4M,http://39.134.115.163:8080/PLTV/88888910/224/3221225625/index.m3u8
超級電影,http://39.134.115.163:8080/PLTV/88888910/224/3221225623/index.m3u8
超級電影,http://39.134.115.163:8080/PLTV/88888910/224/3221225623/index.m3u8
超級電影,http://39.134.115.163:8080/PLTV/88888910/224/3221225623/index.m3u8
超級電影,http://39.134.115.163:8080/PLTV/88888910/224/3221225623/index.m3u8
超級體育,http://39.134.115.163:8080/PLTV/88888910/224/3221225622/index.m3u8
超級體育,http://39.134.115.163:8080/PLTV/88888910/224/3221225622/index.m3u8
超級綜藝,http://39.134.115.163:8080/PLTV/88888910/224/3221225620/index.m3u8
超級綜藝,http://39.134.115.163:8080/PLTV/88888910/224/3221225620/index.m3u8
超級綜藝,http://39.134.115.163:8080/PLTV/88888910/224/3221225620/index.m3u8
超級綜藝,http://39.134.115.163:8080/PLTV/88888910/224/3221225620/index.m3u8
動作電影,http://39.134.115.163:8080/PLTV/88888910/224/3221225671/index.m3u8
古裝劇場,http://39.134.115.163:8080/PLTV/88888910/224/3221225678/index.m3u8
古裝劇場,http://39.134.115.163:8080/PLTV/88888910/224/3221225678/index.m3u8
古裝劇場,http://39.134.115.163:8080/PLTV/88888910/224/3221225678/index.m3u8
古裝劇場,http://39.134.115.163:8080/PLTV/88888910/224/3221225678/index.m3u8
黑莓電競,http://39.134.115.163:8080/PLTV/88888910/224/3221225653/index.m3u8
黑莓電競,http://39.134.115.163:8080/PLTV/88888910/224/3221225653/index.m3u8
黑莓電影,http://39.134.115.163:8080/PLTV/88888910/224/3221225718/index.m3u8
黑莓電影,http://39.134.115.163:8080/PLTV/88888910/224/3221225718/index.m3u8
黑莓動畫,http://39.134.115.163:8080/PLTV/88888910/224/3221225672/index.m3u8
黑莓動畫,http://39.134.115.163:8080/PLTV/88888910/224/3221225672/index.m3u8
金牌綜藝,http://39.134.115.163:8080/PLTV/88888910/224/3221225711/index.m3u8
金牌綜藝,http://39.134.115.163:8080/PLTV/88888910/224/3221225711/index.m3u8
金牌綜藝,http://39.134.115.163:8080/PLTV/88888910/224/3221225711/index.m3u8
金牌綜藝,http://39.134.115.163:8080/PLTV/88888910/224/3221225711/index.m3u8
驚悚懸疑,http://39.134.115.163:8080/PLTV/88888910/224/3221225717/index.m3u8
精品大劇,http://39.134.115.163:8080/PLTV/88888910/224/3221225714/index.m3u8
精品大劇,http://39.134.115.163:8080/PLTV/88888910/224/3221225714/index.m3u8
精品紀錄,http://39.134.115.163:8080/PLTV/88888910/224/3221225710/index.m3u8
精品紀錄,http://39.134.115.163:8080/PLTV/88888910/224/3221225710/index.m3u8
精品紀錄,http://39.134.115.163:8080/PLTV/88888910/224/3221225710/index.m3u8
精品紀錄,http://39.134.115.163:8080/PLTV/88888910/224/3221225710/index.m3u8
